run_name,fold,train_size,val_size,balanced_accuracy,recall,precision,f1,accuracy,random_state,K,T,eta,v_init,track_path,track_vweights,track_metrics,vweight_0,vweight_1,vweight_2,prototype_indices,prototypes_label_0,prototypes_label_1,K_0,K_1
m3glvq_k0_3_k1_8_eta_003,0,1620,405,0.5534947286216322,0.5384615384615384,0.5685279187817259,0.5530864197530865,0.5530864197530864,42,"{0: 3, 1: 8}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1587, 1348, 725, 194, 366, 1472, 745, 5, 1155, 431, 668]","[1587, 1348, 725]","[194, 366, 1472, 745, 5, 1155, 431, 668]",3,8
m3glvq_k0_3_k1_8_eta_003,1,1620,405,0.5501513080827802,0.5673076923076923,0.5619047619047619,0.5645933014354066,0.5506172839506173,42,"{0: 3, 1: 8}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[880, 855, 741, 64, 1318, 823, 1349, 1078, 364, 725, 623]","[880, 855, 741]","[64, 1318, 823, 1349, 1078, 364, 725, 623]",3,8
m3glvq_k0_3_k1_8_eta_003,2,1620,405,0.5406701483795392,0.5432692307692307,0.553921568627451,0.5485436893203884,0.5407407407407407,42,"{0: 3, 1: 8}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[374, 1471, 1347, 723, 978, 1431, 664, 1063, 136, 962, 226]","[374, 1471, 1347]","[723, 978, 1431, 664, 1063, 136, 962, 226]",3,8
m3glvq_k0_3_k1_8_eta_003,3,1620,405,0.5600570926657884,0.5797101449275363,0.5687203791469194,0.5741626794258373,0.5604938271604938,42,"{0: 3, 1: 8}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[619, 997, 1268, 763, 1003, 1262, 143, 433, 682, 817, 1159]","[619, 997, 1268]","[763, 1003, 1262, 143, 433, 682, 817, 1159]",3,8
m3glvq_k0_3_k1_8_eta_003,4,1620,405,0.5651075977162934,0.5797101449275363,0.5741626794258373,0.576923076923077,0.5654320987654321,42,"{0: 3, 1: 8}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[233, 384, 1474, 729, 1102, 1025, 1368, 34, 817, 759, 478]","[233, 384, 1474]","[729, 1102, 1025, 1368, 34, 817, 759, 478]",3,8
