cluster,size_core,mean_balanced_accuracy_core,std_balanced_accuracy_core,mean_recall_core,std_recall_core,core_center,vweight_0_mean,vweight_1_mean,vweight_2_mean,vweight_0_std,vweight_1_std,vweight_2_std,K_0_mean,K_1_mean,K_0_std,K_1_std
0,20,0.58516571318588,0.004537970068436021,0.5050376254180602,0.10207292492279323,[1. 0. 0.],1.0,0.0,0.0,0.0,0.0,0.0,5.5,7.75,2.373094803704315,2.0742785683093214
1,20,0.5907105817118093,0.009119524782664031,0.7206138517279822,0.07807181789780869,[0.375 0.324 0.3  ],0.37539759714363996,0.3243262036409389,0.30027619921542115,0.02078403973748444,0.011160968779790191,0.017458064733175203,5.0,4.65,1.4142135623730951,2.3004576203785834
4,20,0.587257002106442,0.008987669755288375,0.6503843831289484,0.08878683421246955,[0.57  0.278 0.152],0.5695593957187537,0.27827218989611613,0.15216841438513015,0.011794931325783723,0.019751117347266374,0.016666396843948026,5.15,6.6,1.755442664221313,2.062190965683675
3,6,0.5871282144455837,0.00926713634447475,0.6478075065031587,0.10328480385658692,[0.002 0.995 0.002],0.0023809653394591002,0.9951507283813315,0.002468306279209367,0.0032680696924160912,0.006290770263175005,0.0032826776940756476,4.666666666666667,3.6666666666666665,2.065591117977289,0.816496580927726
2,2,0.5881498142726349,0.009181440205414799,0.6625325157933853,0.06930487310960685,[0.005 0.044 0.951],0.0049244060696782,0.04429245359331805,0.9507831403370037,0.005290213537778567,0.06263898858245132,0.06792920212022989,7.0,3.5,1.4142135623730951,0.7071067811865476
