run_name,fold,train_size,val_size,balanced_accuracy,recall,precision,f1,accuracy,random_state,K,T,eta,v_init,track_path,track_vweights,track_metrics,vweight_0,vweight_1,vweight_2,prototype_indices,prototypes_label_0,prototypes_label_1,K_0,K_1
m3glvq_k0_7_k1_8_eta_003,0,1620,405,0.5088954509957049,0.40865384615384615,0.5246913580246914,0.4594594594594595,0.5061728395061729,42,"{0: 7, 1: 8}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[494, 1426, 570, 422, 1333, 1499, 14, 862, 1447, 976, 65, 418, 604, 668, 1160]","[494, 1426, 570, 422, 1333, 1499, 14]","[862, 1447, 976, 65, 418, 604, 668, 1160]",7,8
m3glvq_k0_7_k1_8_eta_003,1,1620,405,0.556179226864506,0.4423076923076923,0.5859872611464968,0.5041095890410958,0.5530864197530864,42,"{0: 7, 1: 8}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[37, 431, 366, 453, 398, 1201, 1537, 221, 184, 887, 1060, 201, 145, 151, 148]","[37, 431, 366, 453, 398, 1201, 1537]","[221, 184, 887, 1060, 201, 145, 151, 148]",7,8
m3glvq_k0_7_k1_8_eta_003,2,1620,405,0.532811889886763,0.3701923076923077,0.5620437956204379,0.4463768115942029,0.528395061728395,42,"{0: 7, 1: 8}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,0.0,1.0,0.0,"[511, 400, 560, 636, 1229, 1247, 991, 226, 978, 962, 1522, 833, 664, 1071, 1431]","[511, 400, 560, 636, 1229, 1247, 991]","[226, 978, 962, 1522, 833, 664, 1071, 1431]",7,8
m3glvq_k0_7_k1_8_eta_003,3,1620,405,0.5314009661835749,0.28502415458937197,0.5728155339805825,0.38064516129032255,0.5259259259259259,42,"{0: 7, 1: 8}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1241, 959, 504, 412, 666, 997, 24, 763, 682, 1003, 1036, 373, 50, 143, 1159]","[1241, 959, 504, 412, 666, 997, 24]","[763, 682, 1003, 1036, 373, 50, 143, 1159]",7,8
m3glvq_k0_7_k1_8_eta_003,4,1620,405,0.5632411067193677,0.5507246376811594,0.5757575757575758,0.562962962962963,0.562962962962963,42,"{0: 7, 1: 8}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1044, 623, 259, 501, 921, 416, 749, 1368, 1167, 1404, 152, 71, 758, 1477, 1092]","[1044, 623, 259, 501, 921, 416, 749]","[1368, 1167, 1404, 152, 71, 758, 1477, 1092]",7,8
