run_name,fold,train_size,val_size,balanced_accuracy,recall,precision,f1,accuracy,random_state,K,T,eta,v_init,track_path,track_vweights,track_metrics,vweight_0,vweight_1,vweight_2,prototype_indices,prototypes_label_0,prototypes_label_1,K_0,K_1
m3glvq_k0_10_k1_7_eta_005,0,1620,405,0.5129221983600156,0.2644230769230769,0.5392156862745098,0.3548387096774193,0.5061728395061729,42,"{0: 10, 1: 7}",150,0.05,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[205, 1426, 1200, 1269, 657, 1348, 1537, 1055, 1257, 95, 745, 5, 1562, 604, 976, 463, 668]","[205, 1426, 1200, 1269, 657, 1348, 1537, 1055, 1257, 95]","[745, 5, 1562, 604, 976, 463, 668]",10,7
m3glvq_k0_10_k1_7_eta_005,1,1620,405,0.5212075361187036,0.2403846153846154,0.5617977528089888,0.3367003367003367,0.5135802469135803,42,"{0: 10, 1: 7}",150,0.05,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[651, 1395, 1394, 1016, 198, 543, 507, 1205, 628, 1026, 442, 359, 984, 201, 394, 1390, 1060]","[651, 1395, 1394, 1016, 198, 543, 507, 1205, 628, 1026]","[442, 359, 984, 201, 394, 1390, 1060]",10,7
m3glvq_k0_10_k1_7_eta_005,2,1620,405,0.5290901991409606,0.23076923076923078,0.5853658536585366,0.33103448275862074,0.5209876543209877,42,"{0: 10, 1: 7}",150,0.05,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1541, 1001, 1196, 562, 636, 401, 548, 1328, 1279, 549, 1442, 158, 268, 568, 978, 174, 136]","[1541, 1001, 1196, 562, 636, 401, 548, 1328, 1279, 549]","[1442, 158, 268, 568, 978, 174, 136]",10,7
m3glvq_k0_10_k1_7_eta_005,3,1620,405,0.5216293368467282,0.27053140096618356,0.5544554455445545,0.3636363636363636,0.5160493827160494,42,"{0: 10, 1: 7}",150,0.05,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[581, 159, 1388, 412, 110, 1523, 1381, 959, 1241, 1468, 856, 499, 633, 771, 361, 1121, 763]","[581, 159, 1388, 412, 110, 1523, 1381, 959, 1241, 1468]","[856, 499, 633, 771, 361, 1121, 763]",10,7
m3glvq_k0_10_k1_7_eta_005,4,1620,405,0.5652173913043479,0.3526570048309179,0.6239316239316239,0.45061728395061734,0.5604938271604938,42,"{0: 10, 1: 7}",150,0.05,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[418, 734, 578, 1225, 384, 1474, 115, 193, 1112, 1597, 758, 1557, 151, 1063, 681, 171, 766]","[418, 734, 578, 1225, 384, 1474, 115, 193, 1112, 1597]","[758, 1557, 151, 1063, 681, 171, 766]",10,7
