run_name,fold,train_size,val_size,balanced_accuracy,recall,precision,f1,accuracy,random_state,K,T,eta,v_init,track_path,track_vweights,track_metrics,vweight_0,vweight_1,vweight_2,prototype_indices,prototypes_label_0,prototypes_label_1,K_0,K_1
m3glvq_k0_5_k1_4_eta_003,0,1620,405,0.546551639984381,0.5144230769230769,0.5631578947368421,0.5376884422110553,0.5456790123456791,42,"{0: 5, 1: 4}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[386, 1035, 213, 97, 887, 1447, 194, 668, 837]","[386, 1035, 213, 97, 887]","[1447, 194, 668, 837]",5,4
m3glvq_k0_5_k1_4_eta_003,1,1620,405,0.5381564818430301,0.3605769230769231,0.5725190839694656,0.44247787610619466,0.5333333333333333,42,"{0: 5, 1: 4}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[741, 453, 474, 288, 855, 1442, 201, 1431, 644]","[741, 453, 474, 288, 855]","[1442, 201, 1431, 644]",5,4
m3glvq_k0_5_k1_4_eta_003,2,1620,405,0.5660508590394377,0.5432692307692307,0.5824742268041238,0.5621890547263682,0.5654320987654321,42,"{0: 5, 1: 4}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1471, 105, 421, 374, 1542, 1565, 1431, 604, 821]","[1471, 105, 421, 374, 1542]","[1565, 1431, 604, 821]",5,4
m3glvq_k0_5_k1_4_eta_003,3,1620,405,0.5548967940272289,0.5845410628019324,0.5627906976744186,0.5734597156398104,0.5555555555555556,42,"{0: 5, 1: 4}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[482, 1468, 1381, 561, 504, 682, 1082, 194, 840]","[482, 1468, 1381, 561, 504]","[682, 1082, 194, 840]",5,4
m3glvq_k0_5_k1_4_eta_003,4,1620,405,0.5494071146245059,0.38164251207729466,0.5851851851851851,0.4619883040935672,0.5456790123456791,42,"{0: 5, 1: 4}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[617, 188, 1503, 403, 901, 681, 631, 207, 1443]","[617, 188, 1503, 403, 901]","[681, 631, 207, 1443]",5,4
