matrix,n,sym_max_abs_diff,diag_min,diag_max,D_min,D_max,D_mean_all,D_std_all,dist_mean_ut,dist_std_ut,dist_cv_ut,q0,q01,q05,q50,q95,q99,q100,row_mean_mean,row_mean_std,knn_mean_mean,knn_mean_std,knn_global_mean,knn_global_std,intrinsic_dim_2nn,zero_rate_global,zero_rows_any,zero_rows_10plus,zero_per_row_mean,zero_per_row_std,zero_per_row_max,n_unique_dist_values,intra_mean,inter_mean,sep_ratio_inter_intra,margin_mu_mean,margin_frac_neg,knn_purity_mean,n_class0,n_class1,knn_purity_baseline_mean,knn_purity_baseline_std,knn_purity_z,robust_mu_mean,robust_mu_std,robust_mu_frac_neg,robust_mu_frac_zero
hs,2025,0.0,0.0,0.0,0.0,1.0,0.9133604168891907,0.14730428159236908,0.9138113856315613,0.1459345817565918,0.15969880004912854,0.0,0.46736112236976624,0.5666666626930237,1.0,1.0,1.0,1.0,0.913360595703125,0.058972105383872986,0.4073197543621063,0.17420588433742523,0.40731972455978394,0.2254774123430252,7.661832433995638,0.00028790318645391107,0.09234567901234568,0.018271604938271607,0.582716049382716,2.5832382951997976,18.0,5628,0.9122481942176819,0.9153743386268616,1.0034268573278575,-0.020672135706693007,0.31753086419753085,0.5259753086419753,987,1038,0.5032414814814815,0.0036568927887156368,6.216705948948963,-0.007714921460404949,0.11693769091973823,0.32098765432098764,0.4291358024691358
