score,runtime_sec,K,T,track_path
0.5833260127319899,44.31831216812134,7,150,True
0.580951209656166,52.36341738700867,9,150,True
0.5808091899901024,44.93968677520752,10,150,True
0.5797638081182541,60.58574438095093,8,150,True
0.5699293122734275,33.26779365539551,4,150,True
0.5665486585730098,65.31200504302979,6,150,True
0.5627697641595071,24.60256838798523,3,150,True
0.55763802261773,45.91591787338257,5,150,True
