run_name,fold,train_size,val_size,balanced_accuracy,recall,precision,f1,accuracy,random_state,K,T,eta,v_init,track_path,track_vweights,track_metrics,vweight_0,vweight_1,vweight_2,prototype_indices,prototypes_label_0,prototypes_label_1,K_0,K_1
m3glvq_k0_9_k1_8_eta_001,0,1620,405,0.5302738188207732,0.3701923076923077,0.5579710144927537,0.4450867052023122,0.5259259259259259,42,"{0: 9, 1: 8}",150,0.01,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1499, 570, 1468, 386, 739, 1385, 1135, 511, 1055, 179, 1083, 745, 431, 668, 5, 463, 976]","[1499, 570, 1468, 386, 739, 1385, 1135, 511, 1055]","[179, 1083, 745, 431, 668, 5, 463, 976]",9,8
m3glvq_k0_9_k1_8_eta_001,1,1620,405,0.5750073213588442,0.4951923076923077,0.6023391812865497,0.5435356200527705,0.5728395061728395,42,"{0: 9, 1: 8}",150,0.01,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1511, 1057, 970, 1200, 98, 85, 164, 37, 474, 1108, 58, 1105, 1019, 1349, 1442, 439, 148]","[1511, 1057, 970, 1200, 98, 85, 164, 37, 474]","[1108, 58, 1105, 1019, 1349, 1442, 439, 148]",9,8
m3glvq_k0_9_k1_8_eta_001,2,1620,405,0.5493703631393987,0.41346153846153844,0.581081081081081,0.4831460674157303,0.5456790123456791,42,"{0: 9, 1: 8}",150,0.01,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[329, 636, 474, 1005, 549, 966, 1541, 23, 694, 87, 531, 139, 1392, 448, 1442, 664, 1067]","[329, 636, 474, 1005, 549, 966, 1541, 23, 694]","[87, 531, 139, 1392, 448, 1442, 664, 1067]",9,8
m3glvq_k0_9_k1_8_eta_001,3,1620,405,0.535024154589372,0.23671497584541062,0.5975609756097561,0.3391003460207612,0.528395061728395,42,"{0: 9, 1: 8}",150,0.01,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1288, 666, 1022, 1241, 959, 412, 1381, 1018, 1468, 1003, 880, 1159, 1544, 1262, 50, 763, 1008]","[1288, 666, 1022, 1241, 959, 412, 1381, 1018, 1468]","[1003, 880, 1159, 1544, 1262, 50, 763, 1008]",9,8
m3glvq_k0_9_k1_8_eta_001,4,1620,405,0.5378787878787878,0.3333333333333333,0.575,0.42201834862385323,0.5333333333333333,42,"{0: 9, 1: 8}",150,0.01,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1013, 623, 1225, 1048, 453, 384, 14, 501, 775, 15, 1547, 207, 388, 218, 1404, 1092, 1240]","[1013, 623, 1225, 1048, 453, 384, 14, 501, 775]","[15, 1547, 207, 388, 218, 1404, 1092, 1240]",9,8
