run_name,fold,train_size,val_size,balanced_accuracy,recall,precision,f1,accuracy,random_state,K,T,eta,v_init,track_path,track_vweights,track_metrics,vweight_0,vweight_1,vweight_2,prototype_indices,prototypes_label_0,prototypes_label_1,K_0,K_1
m3glvq_k0_6_k1_4_eta_00075,0,1620,405,0.5317380905896134,0.4086538461538461,0.5555555555555556,0.4709141274238227,0.528395061728395,42,"{0: 6, 1: 4}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.960356781416985,0.039643218583015,0.0,"[97, 222, 386, 771, 1200, 1348, 837, 1039, 1038, 1078]","[97, 222, 386, 771, 1200, 1348]","[837, 1039, 1038, 1078]",6,4
m3glvq_k0_6_k1_4_eta_00075,1,1620,405,0.5301395939086294,0.375,0.5571428571428572,0.4482758620689655,0.5259259259259259,42,"{0: 6, 1: 4}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9599370659608768,0.0400629340391231,0.0,"[1591, 470, 366, 970, 398, 585, 1431, 1442, 644, 201]","[1591, 470, 366, 970, 398, 585]","[1431, 1442, 644, 201]",6,4
m3glvq_k0_6_k1_4_eta_00075,2,1620,405,0.5535191331511129,0.3557692307692308,0.6016260162601627,0.4471299093655589,0.5481481481481482,42,"{0: 6, 1: 4}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.8131401044148856,0.1272969019717556,0.0595629936133586,"[153, 1328, 1005, 1483, 1243, 1471, 1392, 1442, 139, 1117]","[153, 1328, 1005, 1483, 1243, 1471]","[1392, 1442, 139, 1117]",6,4
m3glvq_k0_6_k1_4_eta_00075,3,1620,405,0.5895915678524374,0.6135265700483091,0.596244131455399,0.6047619047619046,0.5901234567901235,42,"{0: 6, 1: 4}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.938267087954568,0.0569543863336554,0.0047785257117766,"[1468, 737, 1381, 179, 981, 1018, 1041, 843, 1045, 1444]","[1468, 737, 1381, 179, 981, 1018]","[1041, 843, 1045, 1444]",6,4
m3glvq_k0_6_k1_4_eta_00075,4,1620,405,0.5585199824330259,0.4251207729468599,0.5906040268456376,0.4943820224719101,0.5555555555555556,42,"{0: 6, 1: 4}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.960801843150838,0.0391981568491619,0.0,"[384, 102, 1053, 1474, 740, 403, 759, 631, 1443, 1025]","[384, 102, 1053, 1474, 740, 403]","[759, 631, 1443, 1025]",6,4
m3glvq_k0_6_k1_5_eta_00075,0,1620,405,0.5211831315892229,0.4230769230769231,0.5398773006134969,0.4743935309973045,0.5185185185185185,42,"{0: 6, 1: 5}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9569687327419282,0.0287690453471825,0.0142622219108892,"[1468, 222, 869, 1403, 1426, 1200, 421, 418, 1039, 164, 1078]","[1468, 222, 869, 1403, 1426, 1200]","[421, 418, 1039, 164, 1078]",6,5
m3glvq_k0_6_k1_5_eta_00075,1,1620,405,0.5286509176103085,0.5192307692307693,0.542713567839196,0.5307125307125308,0.528395061728395,42,"{0: 6, 1: 5}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.8465128868939619,0.1298770270599154,0.0236100860461226,"[445, 741, 1229, 489, 474, 366, 520, 1442, 734, 201, 1433]","[445, 741, 1229, 489, 474, 366]","[520, 1442, 734, 201, 1433]",6,5
m3glvq_k0_6_k1_5_eta_00075,2,1620,405,0.5580705778992581,0.2836538461538461,0.6413043478260869,0.3933333333333333,0.5506172839506173,42,"{0: 6, 1: 5}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9088833046630912,0.0911166953369087,0.0,"[743, 1122, 1590, 1541, 1196, 1471, 1442, 978, 1015, 1455, 55]","[743, 1122, 1590, 1541, 1196, 1471]","[1442, 978, 1015, 1455, 55]",6,5
m3glvq_k0_6_k1_5_eta_00075,3,1620,405,0.525911286780852,0.4154589371980676,0.5443037974683544,0.4712328767123288,0.5234567901234568,42,"{0: 6, 1: 5}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.0991151906223223,0.9008848093776776,0.0,"[1492, 1241, 179, 1514, 482, 396, 1041, 1003, 840, 763, 637]","[1492, 1241, 179, 1514, 482, 396]","[1041, 1003, 840, 763, 637]",6,5
m3glvq_k0_6_k1_5_eta_00075,4,1620,405,0.5423803249890207,0.4685990338164251,0.5606936416184971,0.5105263157894736,0.5407407407407407,42,"{0: 6, 1: 5}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9504461331973854,0.0495538668026145,0.0,"[259, 403, 499, 623, 1044, 384, 1025, 1240, 207, 1582, 766]","[259, 403, 499, 623, 1044, 384]","[1025, 1240, 207, 1582, 766]",6,5
m3glvq_k0_6_k1_6_eta_00075,0,1620,405,0.4916414486528699,0.5721153846153846,0.5063829787234042,0.5372460496613994,0.4938271604938271,42,"{0: 6, 1: 6}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.3597920654664095,0.3255710733811466,0.3146368611524439,"[1537, 494, 1200, 422, 386, 739, 668, 1447, 463, 1398, 178, 194]","[1537, 494, 1200, 422, 386, 739]","[668, 1447, 463, 1398, 178, 194]",6,6
m3glvq_k0_6_k1_6_eta_00075,1,1620,405,0.5229158531823507,0.4519230769230769,0.5402298850574713,0.4921465968586387,0.5209876543209877,42,"{0: 6, 1: 6}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9511128545527388,0.0210981638220211,0.02778898162524,"[398, 970, 1494, 1229, 880, 366, 725, 1461, 1029, 724, 734, 148]","[398, 970, 1494, 1229, 880, 366]","[725, 1461, 1029, 724, 734, 148]",6,6
m3glvq_k0_6_k1_6_eta_00075,2,1620,405,0.5659288363920344,0.4567307692307692,0.5974842767295597,0.5177111716621253,0.562962962962963,42,"{0: 6, 1: 6}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9446653456009138,0.0553346543990861,0.0,"[248, 1005, 374, 1328, 511, 588, 139, 174, 1063, 723, 962, 1320]","[248, 1005, 374, 1328, 511, 588]","[139, 174, 1063, 723, 962, 1320]",6,6
m3glvq_k0_6_k1_6_eta_00075,3,1620,405,0.4627799736495389,0.5265700483091788,0.4780701754385965,0.5011494252873563,0.4641975308641975,42,"{0: 6, 1: 6}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.027620267657862,0.972379732342138,0.0,"[964, 973, 179, 482, 58, 219, 1489, 1450, 771, 763, 1583, 165]","[964, 973, 179, 482, 58, 219]","[1489, 1450, 771, 763, 1583, 165]",6,6
m3glvq_k0_6_k1_6_eta_00075,4,1620,405,0.6085858585858586,0.5555555555555556,0.6318681318681318,0.5912596401028278,0.6074074074074074,42,"{0: 6, 1: 6}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.8713311252241263,0.1286688747758737,0.0,"[1503, 623, 48, 1048, 1101, 775, 1064, 762, 152, 1477, 1270, 1258]","[1503, 623, 48, 1048, 1101, 775]","[1064, 762, 152, 1477, 1270, 1258]",6,6
m3glvq_k0_6_k1_7_eta_00075,0,1620,405,0.5241238773916439,0.4086538461538461,0.5448717948717948,0.467032967032967,0.5209876543209877,42,"{0: 6, 1: 7}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9502798331875326,0.0497201668124672,0.0,"[1348, 417, 1204, 1488, 1537, 1426, 5, 810, 745, 31, 463, 194, 147]","[1348, 417, 1204, 1488, 1537, 1426]","[5, 810, 745, 31, 463, 194, 147]",6,7
m3glvq_k0_6_k1_7_eta_00075,1,1620,405,0.5058326825458805,0.3365384615384615,0.5223880597014925,0.4093567251461988,0.5012345679012346,42,"{0: 6, 1: 7}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9686949989051784,0.0313050010948217,0.0,"[799, 870, 1395, 1229, 1494, 366, 442, 26, 1390, 927, 148, 724, 342]","[799, 870, 1395, 1229, 1494, 366]","[442, 26, 1390, 927, 148, 724, 342]",6,7
m3glvq_k0_6_k1_7_eta_00075,2,1620,405,0.5624389886762984,0.5817307692307693,0.5734597156398105,0.5775656324582339,0.562962962962963,42,"{0: 6, 1: 7}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9662991090091326,0.0337008909908672,0.0,"[374, 105, 1001, 830, 511, 1503, 978, 723, 448, 962, 1063, 417, 174]","[374, 105, 1001, 830, 511, 1503]","[978, 723, 448, 962, 1063, 417, 174]",6,7
m3glvq_k0_6_k1_7_eta_00075,3,1620,405,0.5433684672815108,0.6473429951690821,0.5469387755102041,0.5929203539823008,0.5456790123456791,42,"{0: 6, 1: 7}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.948288650010236,0.0505526700590645,0.0011586799306992,"[1422, 407, 1483, 1468, 1536, 179, 1036, 50, 1159, 732, 1008, 1262, 356]","[1422, 407, 1483, 1468, 1536, 179]","[1036, 50, 1159, 732, 1008, 1262, 356]",6,7
m3glvq_k0_6_k1_7_eta_00075,4,1620,405,0.5600570926657883,0.4685990338164251,0.5843373493975904,0.5201072386058982,0.5580246913580247,42,"{0: 6, 1: 7}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9584949891814848,0.0415050108185151,0.0,"[617, 921, 499, 584, 116, 1474, 1121, 101, 1582, 1169, 350, 152, 627]","[617, 921, 499, 584, 116, 1474]","[1121, 101, 1582, 1169, 350, 152, 627]",6,7
m3glvq_k0_6_k1_8_eta_00075,0,1620,405,0.5265155212807497,0.5048076923076923,0.5412371134020618,0.5223880597014925,0.5259259259259259,42,"{0: 6, 1: 8}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.8960348254089805,0.1039651745910194,0.0,"[771, 986, 386, 1024, 1499, 947, 147, 347, 745, 744, 1042, 324, 652, 1155]","[771, 986, 386, 1024, 1499, 947]","[147, 347, 745, 744, 1042, 324, 652, 1155]",6,8
m3glvq_k0_6_k1_8_eta_00075,1,1620,405,0.541463295587661,0.6057692307692307,0.5502183406113537,0.5766590389016019,0.5432098765432098,42,"{0: 6, 1: 8}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9719986863577176,0.0280013136422826,0.0,"[474, 117, 870, 445, 498, 366, 1108, 429, 724, 823, 725, 984, 1349, 1442]","[474, 117, 870, 445, 498, 366]","[1108, 429, 724, 823, 725, 984, 1349, 1442]",6,8
m3glvq_k0_6_k1_8_eta_00075,2,1620,405,0.5600473447871925,0.4855769230769231,0.5838150289017341,0.5301837270341208,0.5580246913580247,42,"{0: 6, 1: 8}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9691949741037806,0.0308050258962193,0.0,"[374, 1005, 1503, 111, 1471, 701, 136, 297, 962, 368, 1359, 978, 1431, 1442]","[374, 1005, 1503, 111, 1471, 701]","[136, 297, 962, 368, 1359, 978, 1431, 1442]",6,8
m3glvq_k0_6_k1_8_eta_00075,3,1620,405,0.5468818620992534,0.6038647342995169,0.5530973451327433,0.577367205542725,0.5481481481481482,42,"{0: 6, 1: 8}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.958722505225555,0.0412774947744448,0.0,"[1422, 1468, 1536, 97, 302, 666, 927, 1366, 1008, 817, 979, 1444, 1554, 1099]","[1422, 1468, 1536, 97, 302, 666]","[927, 1366, 1008, 817, 979, 1444, 1554, 1099]",6,8
m3glvq_k0_6_k1_8_eta_00075,4,1620,405,0.5151515151515151,0.5555555555555556,0.5251141552511416,0.539906103286385,0.5160493827160494,42,"{0: 6, 1: 8}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9555737295265326,0.0444262704734674,0.0,"[623, 1044, 233, 384, 754, 418, 152, 34, 1368, 242, 1025, 330, 550, 759]","[623, 1044, 233, 384, 754, 418]","[152, 34, 1368, 242, 1025, 330, 550, 759]",6,8
m3glvq_k0_6_k1_9_eta_00075,0,1620,405,0.5361309058961343,0.5240384615384616,0.5505050505050505,0.5369458128078818,0.5358024691358024,42,"{0: 6, 1: 9}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9632239372583388,0.0367760627416613,0.0,"[1055, 386, 1488, 254, 1311, 707, 463, 431, 1351, 194, 668, 745, 418, 626, 194]","[1055, 386, 1488, 254, 1311, 707]","[463, 431, 1351, 194, 668, 745, 418, 626, 194]",6,9
m3glvq_k0_6_k1_9_eta_00075,1,1620,405,0.5752391643889105,0.7596153846153846,0.5683453237410072,0.6502057613168725,0.5802469135802469,42,"{0: 6, 1: 9}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.1723500543066184,0.8276499456933816,0.0,"[920, 25, 1200, 46, 187, 1494, 521, 232, 1216, 1027, 976, 725, 201, 1359, 644]","[920, 25, 1200, 46, 187, 1494]","[521, 232, 1216, 1027, 976, 725, 201, 1359, 644]",6,9
m3glvq_k0_6_k1_9_eta_00075,2,1620,405,0.5297125146427177,0.5721153846153846,0.5409090909090909,0.5560747663551402,0.5308641975308642,42,"{0: 6, 1: 9}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9597695924278824,0.0400087902950501,0.0002216172770673,"[1229, 374, 830, 1541, 548, 188, 1520, 1139, 136, 978, 1063, 910, 962, 723, 212]","[1229, 374, 830, 1541, 548, 188]","[1520, 1139, 136, 978, 1063, 910, 962, 723, 212]",6,9
m3glvq_k0_6_k1_9_eta_00075,3,1620,405,0.5417215634606939,0.6086956521739131,0.5478260869565217,0.5766590389016019,0.5432098765432098,42,"{0: 6, 1: 9}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.94832188256107,0.05167811743893,0.0,"[959, 482, 1381, 179, 1468, 139, 1544, 1262, 194, 1097, 632, 820, 682, 817, 1003]","[959, 482, 1381, 179, 1468, 139]","[1544, 1262, 194, 1097, 632, 820, 682, 817, 1003]",6,9
m3glvq_k0_6_k1_9_eta_00075,4,1620,405,0.5488581466842336,0.5169082125603864,0.5631578947368421,0.5390428211586902,0.5481481481481482,42,"{0: 6, 1: 9}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9689812722881368,0.0310187277118632,0.0,"[418, 384, 102, 1474, 497, 623, 1368, 758, 712, 237, 1270, 33, 1175, 1194, 849]","[418, 384, 102, 1474, 497, 623]","[1368, 758, 712, 237, 1270, 33, 1175, 1194, 849]",6,9
m3glvq_k0_6_k1_10_eta_00075,0,1620,405,0.5627074385005857,0.5721153846153846,0.5748792270531401,0.5734939759036145,0.562962962962963,42,"{0: 6, 1: 10}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.968171119807022,0.0318288801929782,0.0,"[771, 254, 1204, 1426, 1385, 1537, 85, 976, 1398, 1301, 1357, 852, 29, 5, 1083, 684]","[771, 254, 1204, 1426, 1385, 1537]","[85, 976, 1398, 1301, 1357, 852, 29, 5, 1083, 684]",6,10
m3glvq_k0_6_k1_10_eta_00075,1,1620,405,0.5274306911362749,0.6538461538461539,0.5354330708661418,0.5887445887445888,0.5308641975308642,42,"{0: 6, 1: 10}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.0290125164010973,0.9709874835989027,0.0,"[1229, 366, 198, 206, 46, 1055, 848, 145, 258, 1029, 1523, 951, 442, 1074, 520, 623]","[1229, 366, 198, 206, 46, 1055]","[848, 145, 258, 1029, 1523, 951, 442, 1074, 520, 623]",6,10
m3glvq_k0_6_k1_10_eta_00075,2,1620,405,0.5220983014447481,0.5721153846153846,0.5336322869955157,0.5522041763341067,0.5234567901234568,42,"{0: 6, 1: 10}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9307193203762716,0.063843766436416,0.0054369131873124,"[549, 1502, 993, 1196, 511, 1471, 1075, 1442, 1139, 385, 1083, 1015, 268, 528, 156, 978]","[549, 1502, 993, 1196, 511, 1471]","[1075, 1442, 1139, 385, 1083, 1015, 268, 528, 156, 978]",6,10
m3glvq_k0_6_k1_10_eta_00075,3,1620,405,0.5599472990777339,0.6956521739130435,0.5581395348837209,0.6193548387096773,0.562962962962963,42,"{0: 6, 1: 10}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.8550778979163384,0.1449221020836616,0.0,"[1536, 179, 591, 482, 396, 1468, 194, 916, 1158, 682, 162, 1138, 143, 1125, 50, 1003]","[1536, 179, 591, 482, 396, 1468]","[194, 916, 1158, 682, 162, 1138, 143, 1125, 50, 1003]",6,10
m3glvq_k0_6_k1_10_eta_00075,4,1620,405,0.5748792270531401,0.5942028985507246,0.5829383886255924,0.5885167464114832,0.5753086419753086,42,"{0: 6, 1: 10}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9426630573774956,0.0476394450615512,0.0096974975609532,"[499, 1048, 1252, 1474, 403, 384, 1240, 1393, 470, 152, 1477, 974, 1064, 997, 237, 759]","[499, 1048, 1252, 1474, 403, 384]","[1240, 1393, 470, 152, 1477, 974, 1064, 997, 237, 759]",6,10
m3glvq_k0_7_k1_3_eta_00075,0,1620,405,0.5159727645450995,0.4278846153846153,0.5329341317365269,0.4746666666666667,0.5135802469135803,42,"{0: 7, 1: 3}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9638515723332508,0.0049038576299292,0.0312445700368201,"[386, 1348, 1488, 222, 494, 97, 739, 1078, 1423, 806]","[386, 1348, 1488, 222, 494, 97, 739]","[1078, 1423, 806]",7,3
m3glvq_k0_7_k1_3_eta_00075,1,1620,405,0.4939476766887934,0.3076923076923077,0.5039370078740157,0.382089552238806,0.4888888888888889,42,"{0: 7, 1: 3}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.955147249103392,0.0416528797701764,0.0031998711264312,"[741, 585, 294, 117, 1267, 445, 1537, 692, 201, 1583]","[741, 585, 294, 117, 1267, 445, 1537]","[692, 201, 1583]",7,3
m3glvq_k0_7_k1_3_eta_00075,2,1620,405,0.5305544709098009,0.2692307692307692,0.5773195876288659,0.3672131147540983,0.5234567901234568,42,"{0: 7, 1: 3}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.0,0.946925840757086,0.0530741592429142,"[838, 215, 694, 400, 1503, 1357, 636, 335, 662, 642]","[838, 215, 694, 400, 1503, 1357, 636]","[335, 662, 642]",7,3
m3glvq_k0_7_k1_3_eta_00075,3,1620,405,0.6011198945981555,0.4396135265700483,0.6594202898550725,0.5275362318840581,0.5975308641975309,42,"{0: 7, 1: 3}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.8899647598042896,0.06776865103221,0.0422665891635003,"[302, 1018, 957, 482, 997, 273, 219, 1064, 1444, 1008]","[302, 1018, 957, 482, 997, 273, 219]","[1064, 1444, 1008]",7,3
m3glvq_k0_7_k1_3_eta_00075,4,1620,405,0.5584101888449715,0.429951690821256,0.5894039735099338,0.4972067039106145,0.5555555555555556,42,"{0: 7, 1: 3}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9578797666281128,0.0243978947376724,0.0177223386342147,"[1319, 467, 384, 623, 740, 1048, 1474, 681, 1587, 631]","[1319, 467, 384, 623, 740, 1048, 1474]","[681, 1587, 631]",7,3
m3glvq_k0_7_k1_4_eta_00075,0,1620,405,0.6081120655993753,0.6730769230769231,0.6086956521739131,0.6392694063926941,0.6098765432098765,42,"{0: 7, 1: 4}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.4397635713263408,0.3183665770939826,0.2418698515796764,"[739, 983, 77, 1106, 171, 1352, 1499, 1466, 1447, 1398, 668]","[739, 983, 77, 1106, 171, 1352, 1499]","[1466, 1447, 1398, 668]",7,4
m3glvq_k0_7_k1_4_eta_00075,1,1620,405,0.5087734283483014,0.3221153846153846,0.5275590551181102,0.4000000000000001,0.5037037037037037,42,"{0: 7, 1: 4}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.966108929164836,0.0338910708351639,0.0,"[210, 1267, 35, 366, 398, 1494, 906, 725, 644, 1431, 201]","[210, 1267, 35, 366, 398, 1494, 906]","[725, 644, 1431, 201]",7,4
m3glvq_k0_7_k1_4_eta_00075,2,1620,405,0.5564354744240532,0.5240384615384616,0.5736842105263158,0.5477386934673367,0.5555555555555556,42,"{0: 7, 1: 4}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.7797116174650742,0.1326259133946512,0.0876624691402744,"[356, 835, 329, 702, 1471, 993, 1328, 597, 1392, 1442, 139]","[356, 835, 329, 702, 1471, 993, 1328]","[597, 1392, 1442, 139]",7,4
m3glvq_k0_7_k1_4_eta_00075,3,1620,405,0.6039745278875713,0.6473429951690821,0.6063348416289592,0.6261682242990655,0.6049382716049383,42,"{0: 7, 1: 4}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9161917645954268,0.0838082354045733,0.0,"[667, 980, 1022, 139, 997, 157, 1483, 1564, 682, 843, 633]","[667, 980, 1022, 139, 997, 157, 1483]","[1564, 682, 843, 633]",7,4
m3glvq_k0_7_k1_4_eta_00075,4,1620,405,0.5569828722002635,0.3816425120772946,0.5984848484848485,0.4660766961651917,0.5530864197530864,42,"{0: 7, 1: 4}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9524076471164136,0.0475923528835863,0.0,"[1044, 1503, 384, 623, 162, 1048, 901, 1025, 631, 207, 1443]","[1044, 1503, 384, 623, 162, 1048, 901]","[1025, 631, 207, 1443]",7,4
m3glvq_k0_7_k1_5_eta_00075,0,1620,405,0.5283946700507614,0.4375,0.5481927710843374,0.4866310160427807,0.5259259259259259,42,"{0: 7, 1: 5}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9530291575285922,0.04107435625946,0.0058964862119477,"[771, 1333, 436, 570, 1348, 1499, 1426, 194, 1447, 1039, 164, 418]","[771, 1333, 436, 570, 1348, 1499, 1426]","[194, 1447, 1039, 164, 418]",7,5
m3glvq_k0_7_k1_5_eta_00075,1,1620,405,0.5405603279968763,0.3653846153846153,0.5757575757575758,0.4470588235294118,0.5358024691358024,42,"{0: 7, 1: 5}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.4808166733597289,0.5191833266402711,0.0,"[1229, 555, 117, 366, 277, 198, 585, 201, 1442, 734, 520, 1433]","[1229, 555, 117, 366, 277, 198, 585]","[201, 1442, 734, 520, 1433]",7,5
m3glvq_k0_7_k1_5_eta_00075,2,1620,405,0.552579558766107,0.3894230769230769,0.5912408759124088,0.4695652173913044,0.5481481481481482,42,"{0: 7, 1: 5}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.960357957997608,0.0396420420023921,0.0,"[1541, 511, 966, 1005, 374, 1307, 701, 1464, 978, 962, 1431, 723]","[1541, 511, 966, 1005, 374, 1307, 701]","[1464, 978, 962, 1431, 723]",7,5
m3glvq_k0_7_k1_5_eta_00075,3,1620,405,0.5013175230566536,0.4975845410628019,0.5124378109452736,0.5049019607843138,0.5012345679012346,42,"{0: 7, 1: 5}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.5156895283622658,0.4843104716377343,0.0,"[1079, 24, 1059, 482, 1241, 396, 1492, 165, 194, 771, 1444, 682]","[1079, 24, 1059, 482, 1241, 396, 1492]","[165, 194, 771, 1444, 682]",7,5
m3glvq_k0_7_k1_5_eta_00075,4,1620,405,0.5436978480456741,0.4106280193236715,0.5704697986577181,0.4775280898876404,0.5407407407407407,42,"{0: 7, 1: 5}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9140070868074912,0.0859929131925088,0.0,"[384, 1474, 835, 48, 1503, 1048, 1252, 1258, 681, 766, 207, 759]","[384, 1474, 835, 48, 1503, 1048, 1252]","[1258, 681, 766, 207, 759]",7,5
m3glvq_k0_7_k1_6_eta_00075,0,1620,405,0.5460269426005466,0.4423076923076923,0.5714285714285714,0.4986449864498645,0.5432098765432098,42,"{0: 7, 1: 6}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9641038062499332,0.0358961937500667,0.0,"[1200, 1426, 1333, 739, 1348, 1352, 1499, 1398, 1151, 1095, 668, 1447, 553]","[1200, 1426, 1333, 739, 1348, 1352, 1499]","[1398, 1151, 1095, 668, 1447, 553]",7,6
m3glvq_k0_7_k1_6_eta_00075,1,1620,405,0.5189013080827802,0.5048076923076923,0.5329949238578681,0.5185185185185185,0.5185185185185185,42,"{0: 7, 1: 6}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9562150804265858,0.0437849195734143,0.0,"[995, 1200, 507, 187, 799, 366, 870, 201, 1308, 1431, 927, 676, 1078]","[995, 1200, 507, 187, 799, 366, 870]","[201, 1308, 1431, 927, 676, 1078]",7,6
m3glvq_k0_7_k1_6_eta_00075,2,1620,405,0.526271475985943,0.3317307692307692,0.5564516129032258,0.4156626506024096,0.5209876543209877,42,"{0: 7, 1: 6}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9045843407154048,0.0954156592845951,0.0,"[1328, 1163, 1001, 1005, 132, 794, 400, 1083, 605, 48, 1377, 139, 723]","[1328, 1163, 1001, 1005, 132, 794, 400]","[1083, 605, 48, 1377, 139, 723]",7,6
m3glvq_k0_7_k1_6_eta_00075,3,1620,405,0.5664251207729469,0.5217391304347826,0.5837837837837838,0.5510204081632654,0.5654320987654321,42,"{0: 7, 1: 6}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.1587722178707643,0.8412277821292357,0.0,"[219, 179, 396, 251, 619, 1492, 948, 1431, 356, 1041, 682, 1444, 453]","[219, 179, 396, 251, 619, 1492, 948]","[1431, 356, 1041, 682, 1444, 453]",7,6
m3glvq_k0_7_k1_6_eta_00075,4,1620,405,0.5629117259552042,0.4541062801932367,0.5911949685534591,0.5136612021857923,0.5604938271604938,42,"{0: 7, 1: 6}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9645479811445696,0.0354520188554305,0.0,"[1048, 623, 384, 1474, 569, 584, 102, 759, 631, 171, 382, 242, 681]","[1048, 623, 384, 1474, 569, 584, 102]","[759, 631, 171, 382, 242, 681]",7,6
m3glvq_k0_7_k1_7_eta_00075,0,1620,405,0.5102377001171418,0.3605769230769231,0.528169014084507,0.4285714285714285,0.5061728395061729,42,"{0: 7, 1: 7}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9509480579914572,0.0490519420085427,0.0,"[531, 657, 1333, 1537, 1352, 1426, 1348, 1078, 668, 358, 1330, 976, 463, 1160]","[531, 657, 1333, 1537, 1352, 1426, 1348]","[1078, 668, 358, 1330, 976, 463, 1160]",7,7
m3glvq_k0_7_k1_7_eta_00075,1,1620,405,0.501415462709879,0.4038461538461538,0.5153374233128835,0.4528301886792453,0.4987654320987654,42,"{0: 7, 1: 7}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.9672709172090634,0.0327290827909366,0.0,"[1229, 210, 366, 398, 1267, 870, 1494, 201, 1029, 442, 644, 466, 521, 734]","[1229, 210, 366, 398, 1267, 870, 1494]","[201, 1029, 442, 644, 466, 521, 734]",7,7
m3glvq_k0_7_k1_7_eta_00075,2,1620,405,0.5835611089418196,0.4615384615384615,0.6233766233766234,0.5303867403314918,0.5802469135802469,42,"{0: 7, 1: 7}",150,0.0075,[0.33333333 0.33333333 0.33333333],True,True,True,0.944280517551952,0.0120454568330507,0.0436740256149972,"[1196, 993, 1503, 830, 400, 747, 835, 1442, 368, 1151, 1015, 978, 1236, 1117]","[1196, 993, 1503, 830, 400, 747, 835]","[1442, 368, 1151, 1015, 978, 1236, 1117]",7,7
