matrix,n,sym_max_abs_diff,diag_min,diag_max,D_min,D_max,D_mean_all,D_std_all,dist_mean_ut,dist_std_ut,dist_cv_ut,q0,q01,q05,q50,q95,q99,q100,row_mean_mean,row_mean_std,knn_mean_mean,knn_mean_std,knn_global_mean,knn_global_std,intrinsic_dim_2nn,zero_rate_global,zero_rows_any,zero_rows_10plus,zero_per_row_mean,zero_per_row_std,zero_per_row_max,n_unique_dist_values,intra_mean,inter_mean,sep_ratio_inter_intra,margin_mu_mean,margin_frac_neg,knn_purity_mean,n_class0,n_class1,knn_purity_baseline_mean,knn_purity_baseline_std,knn_purity_z,robust_mu_mean,robust_mu_std,robust_mu_frac_neg,robust_mu_frac_zero
naics,2025,0.0,0.0,0.0,0.0,1.0,0.8521879876035157,0.20823012993547463,0.8526090290993673,0.20741799837918237,0.24327445675573398,0.0,0.0,0.3,0.9500000000000001,1.0,1.0,1.0,0.852187987603516,0.07194785925607891,0.04419753086419753,0.0999187166601111,0.04419753086419753,0.12253873470384657,1.2918069321995642,0.011780120040989606,0.9683950617283951,0.6775308641975308,23.842962962962964,21.029600611719893,83.0,21,0.8506286629312816,0.8545899519703478,1.0046568957897746,-0.03105228081380821,0.06320987654320988,0.5703703703703704,987,1038,0.5256454320987654,0.0030630891440512776,14.601252576622723,-0.014774011151115513,0.13517645677338036,0.08,0.8795061728395062
