customer_id,y,mu,d_plus,d_minus,knn_purity,knn_mean,view,fold,y_true,y_pred,correct
1004898,1,0.0,0.0,0.0,0.5,0.0,naics,1,1,0,0
1004946,1,0.0,0.0,0.0,0.3,0.0,naics,1,1,0,0
1004964,1,0.9999999999933332,0.15,0.0,0.2,0.135,naics,5,1,0,0
1005117,1,0.0,0.0,0.0,0.7,0.0,naics,2,1,0,0
1005122,0,0.0,0.0,0.0,0.5,0.0,naics,3,0,1,0
1005154,1,0.0,0.0,0.0,0.6,0.0,naics,4,1,1,1
1005222,0,0.0,0.0,0.0,0.6,0.0,naics,3,0,0,1
1005225,1,0.0,0.0,0.0,0.4,0.0,naics,3,1,1,1
1005458,0,-0.5999999999992,0.15,0.6,0.8,0.4749999999999999,naics,1,0,0,1
1005547,0,0.0,0.0,0.0,0.8,0.0,naics,1,0,0,1
1005659,1,0.0,0.0,0.0,0.3,0.18,naics,2,1,0,0
1005690,0,0.0,0.0,0.0,0.9,0.045,naics,2,0,0,1
1005734,1,0.0,0.0,0.0,0.5,0.0,naics,2,1,1,1
1005799,1,0.0,0.0,0.0,0.7,0.0,naics,4,1,1,1
1005875,1,0.0,0.0,0.0,0.9,0.0,naics,3,1,1,1
1005886,0,0.0,0.0,0.0,0.7,0.0,naics,1,0,0,1
1005960,0,0.0,0.0,0.0,0.5,0.015,naics,2,0,1,0
1005974,0,-0.9999999999966668,0.0,0.3,0.6,0.225,naics,5,0,1,0
1005984,0,0.0,0.0,0.0,0.3,0.0,naics,4,0,1,0
1006098,1,0.0,0.0,0.0,0.7,0.09,naics,1,1,0,0
10061,1,0.0,0.0,0.0,0.6,0.0,naics,3,1,1,1
1006100,0,0.0,0.3,0.3,0.8,0.2699999999999999,naics,4,0,0,1
1006171,0,0.0,0.0,0.0,0.4,0.0,naics,5,0,1,0
1006187,0,0.0,0.0,0.0,0.5,0.0,naics,3,0,0,1
1006318,0,0.0,0.0,0.0,0.4,0.03,naics,5,0,1,0
