run_name,fold,train_size,val_size,balanced_accuracy,recall,precision,f1,accuracy,random_state,K,T,eta,v_init,track_path,track_vweights,track_metrics,vweight_0,vweight_1,vweight_2,prototype_indices,prototypes_label_0,prototypes_label_1,K_0,K_1
m3glvq_k0_5_k1_9_eta_001,0,1620,405,0.5262592737212026,0.4230769230769231,0.546583850931677,0.4769647696476965,0.5234567901234568,42,"{0: 5, 1: 9}",150,0.01,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[502, 1348, 386, 1071, 771, 228, 147, 194, 855, 366, 1078, 852, 324, 1132]","[502, 1348, 386, 1071, 771]","[228, 147, 194, 855, 366, 1078, 852, 324, 1132]",5,9
m3glvq_k0_5_k1_9_eta_001,1,1620,405,0.560718469347911,0.46153846153846156,0.588957055214724,0.5175202156334232,0.5580246913580247,42,"{0: 5, 1: 9}",150,0.01,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1537, 1345, 35, 366, 1591, 984, 1574, 724, 342, 1349, 1019, 1060, 233, 823]","[1537, 1345, 35, 366, 1591]","[984, 1574, 724, 342, 1349, 1019, 1060, 233, 823]",5,9
m3glvq_k0_5_k1_9_eta_001,2,1620,405,0.5478816868410776,0.5576923076923077,0.5603864734299517,0.5590361445783133,0.5481481481481482,42,"{0: 5, 1: 9}",150,0.01,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1011, 1471, 1328, 1005, 549, 1520, 1610, 1455, 524, 978, 723, 1320, 784, 385]","[1011, 1471, 1328, 1005, 549]","[1520, 1610, 1455, 524, 978, 723, 1320, 784, 385]",5,9
m3glvq_k0_5_k1_9_eta_001,3,1620,405,0.47441809398331136,0.5700483091787439,0.4896265560165975,0.5267857142857143,0.4765432098765432,42,"{0: 5, 1: 9}",150,0.01,[0.33333333 0.33333333 0.33333333],True,True,True,0.0012933128572193433,0.9953733538094478,0.0033333333333329294,"[616, 179, 482, 155, 964, 1084, 1003, 872, 1343, 25, 844, 350, 276, 1489]","[616, 179, 482, 155, 964]","[1084, 1003, 872, 1343, 25, 844, 350, 276, 1489]",5,9
m3glvq_k0_5_k1_9_eta_001,4,1620,405,0.5385375494071146,0.6376811594202898,0.5432098765432098,0.5866666666666667,0.5407407407407407,42,"{0: 5, 1: 9}",150,0.01,[0.33333333 0.33333333 0.33333333],True,True,True,0.9964419016596925,0.00022476500697437467,0.003333333333333114,"[1474, 921, 499, 1080, 102, 1025, 336, 1439, 631, 1167, 1477, 1058, 864, 1019]","[1474, 921, 499, 1080, 102]","[1025, 336, 1439, 631, 1167, 1477, 1058, 864, 1019]",5,9
