run_name,fold,train_size,val_size,balanced_accuracy,recall,precision,f1,accuracy,random_state,K,T,eta,v_init,track_path,track_vweights,track_metrics,vweight_0,vweight_1,vweight_2,prototype_indices,prototypes_label_0,prototypes_label_1,K_0,K_1
m3glvq_k0_10_k1_7_eta_003,0,1620,405,0.5898452752830925,0.4182692307692308,0.6492537313432836,0.5087719298245614,0.5851851851851851,42,"{0: 10, 1: 7}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[906, 941, 598, 1385, 97, 1468, 754, 985, 570, 1378, 152, 1146, 1566, 850, 61, 626, 855]","[906, 941, 598, 1385, 97, 1468, 754, 985, 570, 1378]","[152, 1146, 1566, 850, 61, 626, 855]",10,7
m3glvq_k0_10_k1_7_eta_003,1,1620,405,0.5336294416243654,0.25,0.5909090909090909,0.35135135135135137,0.5259259259259259,42,"{0: 10, 1: 7}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[1494, 628, 1229, 470, 1008, 543, 958, 541, 1200, 970, 724, 145, 644, 342, 1466, 442, 1583]","[1494, 628, 1229, 470, 1008, 543, 958, 541, 1200, 970]","[724, 145, 644, 342, 1466, 442, 1583]",10,7
m3glvq_k0_10_k1_7_eta_003,2,1620,405,0.5726278797344787,0.3076923076923077,0.6666666666666666,0.42105263157894735,0.5654320987654321,42,"{0: 10, 1: 7}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[562, 1080, 511, 474, 1193, 636, 855, 180, 545, 549, 881, 268, 723, 136, 978, 1063, 1470]","[562, 1080, 511, 474, 1193, 636, 855, 180, 545, 549]","[881, 268, 723, 136, 978, 1063, 1470]",10,7
m3glvq_k0_10_k1_7_eta_003,3,1620,405,0.5289855072463768,0.28019323671497587,0.5686274509803921,0.3754045307443366,0.5234567901234568,42,"{0: 10, 1: 7}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[412, 656, 1241, 1536, 1079, 1033, 1059, 666, 1483, 997, 840, 1008, 1544, 1159, 1262, 194, 843]","[412, 656, 1241, 1536, 1079, 1033, 1059, 666, 1483, 997]","[840, 1008, 1544, 1159, 1262, 194, 843]",10,7
m3glvq_k0_10_k1_7_eta_003,4,1620,405,0.5637900746596398,0.30434782608695654,0.6428571428571429,0.4131147540983607,0.5580246913580247,42,"{0: 10, 1: 7}",150,0.03,[0.33333333 0.33333333 0.33333333],True,True,True,1.0,0.0,0.0,"[921, 1157, 623, 1474, 1482, 188, 501, 1348, 154, 584, 1092, 1404, 1167, 152, 758, 1512, 1368]","[921, 1157, 623, 1474, 1482, 188, 501, 1348, 154, 584]","[1092, 1404, 1167, 152, 758, 1512, 1368]",10,7
